Transaction ID,Date,Product ID,Product Name,Product Category,Quantity,PPU,Amount
T005196,18.01.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,2,"380,000","760,000"
T005197,18.01.2025,PROD-004,Standing Desk Converter,Furniture,2,"500,000","1,000,000"
T005506,19.01.2025,PROD-010,Webcam 1080p HD,Electronics,5,"180,000","900,000"
T005507,19.01.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,7,"70,000","490,000"
T005793,20.01.2025,PROD-001,Ergonomic Mesh Chair,Furniture,1,"750,000","750,000"
T006420,22.01.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,3,"25,500","76,500"
T006421,22.01.2025,PROD-005,Noise-Cancelling Headphones,Electronics,2,"900,000","1,800,000"
T006422,22.01.2025,PROD-005,Noise-Cancelling Headphones,Electronics,1,"900,000","900,000"
T006743,23.01.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,2,"380,000","760,000"
T006744,23.01.2025,PROD-003,27-inch 4K Monitor,Electronics,2,"1,200,000","2,400,000"
T007058,24.01.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,4,"70,000","280,000"
T007059,24.01.2025,PROD-001,Ergonomic Mesh Chair,Furniture,9,"750,000","6,750,000"
T007367,25.01.2025,PROD-007,USB-C Docking Station,Electronics,4,"340,000","1,360,000"
T007368,25.01.2025,PROD-003,27-inch 4K Monitor,Electronics,3,"1,200,000","3,600,000"
T007686,26.01.2025,PROD-007,USB-C Docking Station,Electronics,5,"340,000","1,700,000"
T008026,27.01.2025,PROD-009,Adjustable Monitor Arm,Furniture,9,"195,000","1,755,000"
T008027,27.01.2025,PROD-010,Webcam 1080p HD,Electronics,7,"180,000","1,260,000"
T008028,27.01.2025,PROD-004,Standing Desk Converter,Furniture,10,"500,000","5,000,000"
T008029,27.01.2025,PROD-004,Standing Desk Converter,Furniture,8,"500,000","4,000,000"
T008312,28.01.2025,PROD-004,Standing Desk Converter,Furniture,5,"500,000","2,500,000"
T008313,28.01.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,10,"70,000","700,000"
T008609,29.01.2025,PROD-001,Ergonomic Mesh Chair,Furniture,2,"750,000","1,500,000"
T008890,30.01.2025,PROD-010,Webcam 1080p HD,Electronics,1,"180,000","180,000"
T009204,31.01.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,1,"25,500","25,500"
T009205,31.01.2025,PROD-001,Ergonomic Mesh Chair,Furniture,2,"750,000","1,500,000"
T009515,01.02.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,7,"25,500","178,500"
T009516,01.02.2025,PROD-009,Adjustable Monitor Arm,Furniture,1,"195,000","195,000"
T009834,02.02.2025,PROD-010,Webcam 1080p HD,Electronics,5,"180,000","900,000"
T010140,03.02.2025,PROD-004,Standing Desk Converter,Furniture,7,"500,000","3,500,000"
T010469,04.02.2025,PROD-003,27-inch 4K Monitor,Electronics,3,"1,200,000","3,600,000"
T010470,04.02.2025,PROD-009,Adjustable Monitor Arm,Furniture,7,"195,000","1,365,000"
T010788,05.02.2025,PROD-001,Ergonomic Mesh Chair,Furniture,4,"750,000","3,000,000"
T010789,05.02.2025,PROD-003,27-inch 4K Monitor,Electronics,2,"1,200,000","2,400,000"
T010790,05.02.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,8,"380,000","3,040,000"
T011080,06.02.2025,PROD-003,27-inch 4K Monitor,Electronics,5,"1,200,000","6,000,000"
T011377,07.02.2025,PROD-005,Noise-Cancelling Headphones,Electronics,2,"900,000","1,800,000"
T011378,07.02.2025,PROD-010,Webcam 1080p HD,Electronics,4,"180,000","720,000"
T011379,07.02.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,4,"380,000","1,520,000"
T011669,08.02.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,4,"70,000","280,000"
T012291,10.02.2025,PROD-001,Ergonomic Mesh Chair,Furniture,7,"750,000","5,250,000"
T012292,10.02.2025,PROD-003,27-inch 4K Monitor,Electronics,4,"1,200,000","4,800,000"
T012576,11.02.2025,PROD-010,Webcam 1080p HD,Electronics,9,"180,000","1,620,000"
T012577,11.02.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,7,"25,500","178,500"
T012890,12.02.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,5,"25,500","127,500"
T013186,13.02.2025,PROD-009,Adjustable Monitor Arm,Furniture,6,"195,000","1,170,000"
T013493,14.02.2025,PROD-004,Standing Desk Converter,Furniture,10,"500,000","5,000,000"
T013494,14.02.2025,PROD-010,Webcam 1080p HD,Electronics,4,"180,000","720,000"
T013495,14.02.2025,PROD-009,Adjustable Monitor Arm,Furniture,10,"195,000","1,950,000"
T013496,14.02.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,1,"70,000","70,000"
T013497,14.02.2025,PROD-001,Ergonomic Mesh Chair,Furniture,10,"750,000","7,500,000"
T013801,15.02.2025,PROD-005,Noise-Cancelling Headphones,Electronics,1,"900,000","900,000"
T013802,15.02.2025,PROD-003,27-inch 4K Monitor,Electronics,9,"1,200,000","10,800,000"
T014087,16.02.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,8,"70,000","560,000"
T014396,17.02.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,3,"25,500","76,500"
T014397,17.02.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,9,"70,000","630,000"
T014662,18.02.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,3,"25,500","76,500"
T014663,18.02.2025,PROD-001,Ergonomic Mesh Chair,Furniture,8,"750,000","6,000,000"
T014664,18.02.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,5,"380,000","1,900,000"
T014980,19.02.2025,PROD-009,Adjustable Monitor Arm,Furniture,7,"195,000","1,365,000"
T015291,20.02.2025,PROD-005,Noise-Cancelling Headphones,Electronics,8,"900,000","7,200,000"
T015292,20.02.2025,PROD-005,Noise-Cancelling Headphones,Electronics,10,"900,000","9,000,000"
T015423,21.02.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,9,"25,500","229,500"
T015574,22.02.2025,PROD-004,Standing Desk Converter,Furniture,9,"500,000","4,500,000"
T015575,22.02.2025,PROD-001,Ergonomic Mesh Chair,Furniture,8,"750,000","6,000,000"
T015576,22.02.2025,PROD-004,Standing Desk Converter,Furniture,7,"500,000","3,500,000"
T015577,22.02.2025,PROD-005,Noise-Cancelling Headphones,Electronics,2,"900,000","1,800,000"
T015578,22.02.2025,PROD-009,Adjustable Monitor Arm,Furniture,1,"195,000","195,000"
T015865,24.02.2025,PROD-004,Standing Desk Converter,Furniture,4,"500,000","2,000,000"
T015866,24.02.2025,PROD-003,27-inch 4K Monitor,Electronics,1,"1,200,000","1,200,000"
T016001,25.02.2025,PROD-003,27-inch 4K Monitor,Electronics,3,"1,200,000","3,600,000"
T016291,27.02.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,4,"70,000","280,000"
T016453,28.02.2025,PROD-007,USB-C Docking Station,Electronics,1,"340,000","340,000"
T016454,28.02.2025,PROD-010,Webcam 1080p HD,Electronics,9,"180,000","1,620,000"
T016755,02.03.2025,PROD-007,USB-C Docking Station,Electronics,8,"340,000","2,720,000"
T016756,02.03.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,3,"380,000","1,140,000"
T016757,02.03.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,4,"380,000","1,520,000"
T016758,02.03.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,9,"25,500","229,500"
T016898,03.03.2025,PROD-001,Ergonomic Mesh Chair,Furniture,8,"750,000","6,000,000"
T016899,03.03.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,2,"380,000","760,000"
T017370,06.03.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,6,"25,500","153,000"
T017828,09.03.2025,PROD-004,Standing Desk Converter,Furniture,5,"500,000","2,500,000"
T017829,09.03.2025,PROD-007,USB-C Docking Station,Electronics,2,"340,000","680,000"
T017965,10.03.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,6,"380,000","2,280,000"
T017966,10.03.2025,PROD-001,Ergonomic Mesh Chair,Furniture,6,"750,000","4,500,000"
T018102,11.03.2025,PROD-001,Ergonomic Mesh Chair,Furniture,4,"750,000","3,000,000"
T018103,11.03.2025,PROD-005,Noise-Cancelling Headphones,Electronics,7,"900,000","6,300,000"
T018104,11.03.2025,PROD-010,Webcam 1080p HD,Electronics,7,"180,000","1,260,000"
T018105,11.03.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,5,"380,000","1,900,000"
T018106,11.03.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,1,"25,500","25,500"
T018259,12.03.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,1,"380,000","380,000"
T018260,12.03.2025,PROD-007,USB-C Docking Station,Electronics,9,"340,000","3,060,000"
T018261,12.03.2025,PROD-005,Noise-Cancelling Headphones,Electronics,8,"900,000","7,200,000"
T018262,12.03.2025,PROD-007,USB-C Docking Station,Electronics,7,"340,000","2,380,000"
T018415,13.03.2025,PROD-007,USB-C Docking Station,Electronics,10,"340,000","3,400,000"
T018416,13.03.2025,PROD-010,Webcam 1080p HD,Electronics,5,"180,000","900,000"
T018417,13.03.2025,PROD-003,27-inch 4K Monitor,Electronics,5,"1,200,000","6,000,000"
T018566,14.03.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,8,"25,500","204,000"
T018879,16.03.2025,PROD-007,USB-C Docking Station,Electronics,7,"340,000","2,380,000"
T019304,19.03.2025,PROD-007,USB-C Docking Station,Electronics,5,"340,000","1,700,000"
T019590,21.03.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,1,"70,000","70,000"
T019591,21.03.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,10,"25,500","255,000"
T019592,21.03.2025,PROD-010,Webcam 1080p HD,Electronics,6,"180,000","1,080,000"
T019713,22.03.2025,PROD-004,Standing Desk Converter,Furniture,10,"500,000","5,000,000"
T019714,22.03.2025,PROD-003,27-inch 4K Monitor,Electronics,5,"1,200,000","6,000,000"
T019715,22.03.2025,PROD-005,Noise-Cancelling Headphones,Electronics,1,"900,000","900,000"
T019877,23.03.2025,PROD-009,Adjustable Monitor Arm,Furniture,7,"195,000","1,365,000"
T019878,23.03.2025,PROD-007,USB-C Docking Station,Electronics,10,"340,000","3,400,000"
T020036,24.03.2025,PROD-010,Webcam 1080p HD,Electronics,10,"180,000","1,800,000"
T020037,24.03.2025,PROD-004,Standing Desk Converter,Furniture,9,"500,000","4,500,000"
T020038,24.03.2025,PROD-001,Ergonomic Mesh Chair,Furniture,8,"750,000","6,000,000"
T020177,25.03.2025,PROD-005,Noise-Cancelling Headphones,Electronics,2,"900,000","1,800,000"
T020178,25.03.2025,PROD-007,USB-C Docking Station,Electronics,5,"340,000","1,700,000"
T020322,26.03.2025,PROD-001,Ergonomic Mesh Chair,Furniture,1,"750,000","750,000"
T020323,26.03.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,1,"25,500","25,500"
T020324,26.03.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,1,"70,000","70,000"
T020325,26.03.2025,PROD-005,Noise-Cancelling Headphones,Electronics,1,"900,000","900,000"
T020326,26.03.2025,PROD-001,Ergonomic Mesh Chair,Furniture,3,"750,000","2,250,000"
T020469,27.03.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,2,"380,000","760,000"
T020636,28.03.2025,PROD-007,USB-C Docking Station,Electronics,8,"340,000","2,720,000"
T020637,28.03.2025,PROD-005,Noise-Cancelling Headphones,Electronics,3,"900,000","2,700,000"
T020638,28.03.2025,PROD-001,Ergonomic Mesh Chair,Furniture,6,"750,000","4,500,000"
T020792,29.03.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,5,"380,000","1,900,000"
T020956,30.03.2025,PROD-007,USB-C Docking Station,Electronics,3,"340,000","1,020,000"
T021107,31.03.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,6,"70,000","420,000"
T021249,01.04.2025,PROD-009,Adjustable Monitor Arm,Furniture,3,"195,000","585,000"
T021391,02.04.2025,PROD-010,Webcam 1080p HD,Electronics,2,"180,000","360,000"
T021392,02.04.2025,PROD-007,USB-C Docking Station,Electronics,7,"340,000","2,380,000"
T021393,02.04.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,10,"380,000","3,800,000"
T021394,02.04.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,6,"380,000","2,280,000"
T021395,02.04.2025,PROD-001,Ergonomic Mesh Chair,Furniture,8,"750,000","6,000,000"
T021697,04.04.2025,PROD-003,27-inch 4K Monitor,Electronics,4,"1,200,000","4,800,000"
T021861,05.04.2025,PROD-005,Noise-Cancelling Headphones,Electronics,4,"900,000","3,600,000"
T022017,06.04.2025,PROD-010,Webcam 1080p HD,Electronics,7,"180,000","1,260,000"
T022018,06.04.2025,PROD-007,USB-C Docking Station,Electronics,10,"340,000","3,400,000"
T022019,06.04.2025,PROD-005,Noise-Cancelling Headphones,Electronics,4,"900,000","3,600,000"
T022020,06.04.2025,PROD-005,Noise-Cancelling Headphones,Electronics,5,"900,000","4,500,000"
T022135,07.04.2025,PROD-003,27-inch 4K Monitor,Electronics,7,"1,200,000","8,400,000"
T022136,07.04.2025,PROD-001,Ergonomic Mesh Chair,Furniture,5,"750,000","3,750,000"
T022280,08.04.2025,PROD-010,Webcam 1080p HD,Electronics,5,"180,000","900,000"
T022281,08.04.2025,PROD-005,Noise-Cancelling Headphones,Electronics,8,"900,000","7,200,000"
T022282,08.04.2025,PROD-005,Noise-Cancelling Headphones,Electronics,2,"900,000","1,800,000"
T022283,08.04.2025,PROD-001,Ergonomic Mesh Chair,Furniture,10,"750,000","7,500,000"
T022284,08.04.2025,PROD-007,USB-C Docking Station,Electronics,9,"340,000","3,060,000"
T022436,09.04.2025,PROD-001,Ergonomic Mesh Chair,Furniture,5,"750,000","3,750,000"
T022567,10.04.2025,PROD-001,Ergonomic Mesh Chair,Furniture,3,"750,000","2,250,000"
T022723,11.04.2025,PROD-010,Webcam 1080p HD,Electronics,6,"180,000","1,080,000"
T022724,11.04.2025,PROD-010,Webcam 1080p HD,Electronics,3,"180,000","540,000"
T022830,12.04.2025,PROD-007,USB-C Docking Station,Electronics,6,"340,000","2,040,000"
T022831,12.04.2025,PROD-005,Noise-Cancelling Headphones,Electronics,10,"900,000","9,000,000"
T022832,12.04.2025,PROD-010,Webcam 1080p HD,Electronics,1,"180,000","180,000"
T022833,12.04.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,4,"380,000","1,520,000"
T022938,13.04.2025,PROD-009,Adjustable Monitor Arm,Furniture,2,"195,000","390,000"
T022939,13.04.2025,PROD-001,Ergonomic Mesh Chair,Furniture,9,"750,000","6,750,000"
T023052,14.04.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,6,"25,500","153,000"
T023053,14.04.2025,PROD-009,Adjustable Monitor Arm,Furniture,3,"195,000","585,000"
T023054,14.04.2025,PROD-010,Webcam 1080p HD,Electronics,6,"180,000","1,080,000"
T023364,17.04.2025,PROD-009,Adjustable Monitor Arm,Furniture,3,"195,000","585,000"
T023365,17.04.2025,PROD-007,USB-C Docking Station,Electronics,1,"340,000","340,000"
T023559,19.04.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,3,"380,000","1,140,000"
T023668,20.04.2025,PROD-003,27-inch 4K Monitor,Electronics,2,"1,200,000","2,400,000"
T023669,20.04.2025,PROD-007,USB-C Docking Station,Electronics,10,"340,000","3,400,000"
T023670,20.04.2025,PROD-001,Ergonomic Mesh Chair,Furniture,5,"750,000","3,750,000"
T023671,20.04.2025,PROD-009,Adjustable Monitor Arm,Furniture,2,"195,000","390,000"
T023860,22.04.2025,PROD-007,USB-C Docking Station,Electronics,3,"340,000","1,020,000"
T023861,22.04.2025,PROD-005,Noise-Cancelling Headphones,Electronics,5,"900,000","4,500,000"
T024033,24.04.2025,PROD-005,Noise-Cancelling Headphones,Electronics,9,"900,000","8,100,000"
T024034,24.04.2025,PROD-003,27-inch 4K Monitor,Electronics,9,"1,200,000","10,800,000"
T024035,24.04.2025,PROD-007,USB-C Docking Station,Electronics,9,"340,000","3,060,000"
T024036,24.04.2025,PROD-007,USB-C Docking Station,Electronics,8,"340,000","2,720,000"
T024037,24.04.2025,PROD-007,USB-C Docking Station,Electronics,6,"340,000","2,040,000"
T024248,26.04.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,9,"380,000","3,420,000"
T024340,27.04.2025,PROD-005,Noise-Cancelling Headphones,Electronics,4,"900,000","3,600,000"
T024341,27.04.2025,PROD-004,Standing Desk Converter,Furniture,3,"500,000","1,500,000"
T024342,27.04.2025,PROD-001,Ergonomic Mesh Chair,Furniture,8,"750,000","6,000,000"
T024440,28.04.2025,PROD-004,Standing Desk Converter,Furniture,8,"500,000","4,000,000"
T024542,29.04.2025,PROD-005,Noise-Cancelling Headphones,Electronics,8,"900,000","7,200,000"
T024631,30.04.2025,PROD-001,Ergonomic Mesh Chair,Furniture,2,"750,000","1,500,000"
T025025,04.05.2025,PROD-009,Adjustable Monitor Arm,Furniture,4,"195,000","780,000"
T025122,05.05.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,5,"70,000","350,000"
T025123,05.05.2025,PROD-007,USB-C Docking Station,Electronics,8,"340,000","2,720,000"
T025219,06.05.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,3,"380,000","1,140,000"
T025220,06.05.2025,PROD-004,Standing Desk Converter,Furniture,1,"500,000","500,000"
T025317,07.05.2025,PROD-007,USB-C Docking Station,Electronics,9,"340,000","3,060,000"
T025424,08.05.2025,PROD-005,Noise-Cancelling Headphones,Electronics,4,"900,000","3,600,000"
T025525,09.05.2025,PROD-007,USB-C Docking Station,Electronics,5,"340,000","1,700,000"
T025526,09.05.2025,PROD-003,27-inch 4K Monitor,Electronics,7,"1,200,000","8,400,000"
T025527,09.05.2025,PROD-004,Standing Desk Converter,Furniture,4,"500,000","2,000,000"
T025528,09.05.2025,PROD-003,27-inch 4K Monitor,Electronics,4,"1,200,000","4,800,000"
T025609,10.05.2025,PROD-005,Noise-Cancelling Headphones,Electronics,2,"900,000","1,800,000"
T025610,10.05.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,6,"70,000","420,000"
T025708,11.05.2025,PROD-010,Webcam 1080p HD,Electronics,6,"180,000","1,080,000"
T025904,13.05.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,6,"380,000","2,280,000"
T026007,14.05.2025,PROD-003,27-inch 4K Monitor,Electronics,2,"1,200,000","2,400,000"
T026008,14.05.2025,PROD-010,Webcam 1080p HD,Electronics,5,"180,000","900,000"
T026009,14.05.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,6,"25,500","153,000"
T026010,14.05.2025,PROD-005,Noise-Cancelling Headphones,Electronics,4,"900,000","3,600,000"
T026103,15.05.2025,PROD-007,USB-C Docking Station,Electronics,9,"340,000","3,060,000"
T026221,16.05.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,6,"25,500","153,000"
T026306,17.05.2025,PROD-010,Webcam 1080p HD,Electronics,10,"180,000","1,800,000"
T026405,18.05.2025,PROD-010,Webcam 1080p HD,Electronics,5,"180,000","900,000"
T026406,18.05.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,8,"25,500","204,000"
T026407,18.05.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,6,"70,000","420,000"
T026408,18.05.2025,PROD-007,USB-C Docking Station,Electronics,5,"340,000","1,700,000"
T026507,19.05.2025,PROD-007,USB-C Docking Station,Electronics,9,"340,000","3,060,000"
T026783,22.05.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,10,"25,500","255,000"
T026784,22.05.2025,PROD-007,USB-C Docking Station,Electronics,8,"340,000","2,720,000"
T026785,22.05.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,3,"70,000","210,000"
T026901,23.05.2025,PROD-009,Adjustable Monitor Arm,Furniture,9,"195,000","1,755,000"
T026902,23.05.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,9,"25,500","229,500"
T027013,24.05.2025,PROD-003,27-inch 4K Monitor,Electronics,10,"1,200,000","12,000,000"
T027014,24.05.2025,PROD-010,Webcam 1080p HD,Electronics,4,"180,000","720,000"
T027103,25.05.2025,PROD-010,Webcam 1080p HD,Electronics,10,"180,000","1,800,000"
T027197,26.05.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,7,"380,000","2,660,000"
T027198,26.05.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,5,"25,500","127,500"
T027289,27.05.2025,PROD-010,Webcam 1080p HD,Electronics,5,"180,000","900,000"
T027290,27.05.2025,PROD-001,Ergonomic Mesh Chair,Furniture,6,"750,000","4,500,000"
T027291,27.05.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,5,"70,000","350,000"
T027486,29.05.2025,PROD-003,27-inch 4K Monitor,Electronics,1,"1,200,000","1,200,000"
T027487,29.05.2025,PROD-009,Adjustable Monitor Arm,Furniture,6,"195,000","1,170,000"
T027599,30.05.2025,PROD-001,Ergonomic Mesh Chair,Furniture,1,"750,000","750,000"
T027686,31.05.2025,PROD-003,27-inch 4K Monitor,Electronics,1,"1,200,000","1,200,000"
T027687,31.05.2025,PROD-003,27-inch 4K Monitor,Electronics,3,"1,200,000","3,600,000"
T027766,01.06.2025,PROD-004,Standing Desk Converter,Furniture,10,"500,000","5,000,000"
T027767,01.06.2025,PROD-003,27-inch 4K Monitor,Electronics,4,"1,200,000","4,800,000"
T027845,02.06.2025,PROD-009,Adjustable Monitor Arm,Furniture,3,"195,000","585,000"
T027846,02.06.2025,PROD-007,USB-C Docking Station,Electronics,10,"340,000","3,400,000"
T027929,03.06.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,6,"70,000","420,000"
T027930,03.06.2025,PROD-007,USB-C Docking Station,Electronics,9,"340,000","3,060,000"
T027931,03.06.2025,PROD-004,Standing Desk Converter,Furniture,10,"500,000","5,000,000"
T028081,05.06.2025,PROD-009,Adjustable Monitor Arm,Furniture,2,"195,000","390,000"
T028082,05.06.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,4,"25,500","102,000"
T028234,07.06.2025,PROD-003,27-inch 4K Monitor,Electronics,1,"1,200,000","1,200,000"
T028235,07.06.2025,PROD-005,Noise-Cancelling Headphones,Electronics,3,"900,000","2,700,000"
T028236,07.06.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,6,"25,500","153,000"
T028318,08.06.2025,PROD-001,Ergonomic Mesh Chair,Furniture,2,"750,000","1,500,000"
T028470,10.06.2025,PROD-001,Ergonomic Mesh Chair,Furniture,7,"750,000","5,250,000"
T028471,10.06.2025,PROD-003,27-inch 4K Monitor,Electronics,8,"1,200,000","9,600,000"
T028540,11.06.2025,PROD-001,Ergonomic Mesh Chair,Furniture,10,"750,000","7,500,000"
T028541,11.06.2025,PROD-001,Ergonomic Mesh Chair,Furniture,7,"750,000","5,250,000"
T028542,11.06.2025,PROD-010,Webcam 1080p HD,Electronics,7,"180,000","1,260,000"
T028543,11.06.2025,PROD-003,27-inch 4K Monitor,Electronics,7,"1,200,000","8,400,000"
T028544,11.06.2025,PROD-003,27-inch 4K Monitor,Electronics,4,"1,200,000","4,800,000"
T028691,13.06.2025,PROD-001,Ergonomic Mesh Chair,Furniture,3,"750,000","2,250,000"
T028692,13.06.2025,PROD-004,Standing Desk Converter,Furniture,3,"500,000","1,500,000"
T028778,14.06.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,10,"70,000","700,000"
T028779,14.06.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,9,"380,000","3,420,000"
T028851,15.06.2025,PROD-001,Ergonomic Mesh Chair,Furniture,6,"750,000","4,500,000"
T028927,16.06.2025,PROD-010,Webcam 1080p HD,Electronics,9,"180,000","1,620,000"
T028928,16.06.2025,PROD-004,Standing Desk Converter,Furniture,5,"500,000","2,500,000"
T028929,16.06.2025,PROD-007,USB-C Docking Station,Electronics,3,"340,000","1,020,000"
T029003,17.06.2025,PROD-009,Adjustable Monitor Arm,Furniture,1,"195,000","195,000"
T029004,17.06.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,3,"380,000","1,140,000"
T029068,18.06.2025,PROD-010,Webcam 1080p HD,Electronics,4,"180,000","720,000"
T029069,18.06.2025,PROD-005,Noise-Cancelling Headphones,Electronics,8,"900,000","7,200,000"
T029070,18.06.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,9,"380,000","3,420,000"
T029143,19.06.2025,PROD-003,27-inch 4K Monitor,Electronics,7,"1,200,000","8,400,000"
T029295,21.06.2025,PROD-004,Standing Desk Converter,Furniture,5,"500,000","2,500,000"
T029361,22.06.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,4,"380,000","1,520,000"
T029362,22.06.2025,PROD-001,Ergonomic Mesh Chair,Furniture,2,"750,000","1,500,000"
T029422,23.06.2025,PROD-005,Noise-Cancelling Headphones,Electronics,1,"900,000","900,000"
T029491,24.06.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,1,"380,000","380,000"
T029492,24.06.2025,PROD-005,Noise-Cancelling Headphones,Electronics,7,"900,000","6,300,000"
T029493,24.06.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,7,"380,000","2,660,000"
T029556,25.06.2025,PROD-001,Ergonomic Mesh Chair,Furniture,3,"750,000","2,250,000"
T029621,26.06.2025,PROD-005,Noise-Cancelling Headphones,Electronics,6,"900,000","5,400,000"
T029622,26.06.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,6,"70,000","420,000"
T029702,27.06.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,8,"380,000","3,040,000"
T029703,27.06.2025,PROD-005,Noise-Cancelling Headphones,Electronics,4,"900,000","3,600,000"
T029843,29.06.2025,PROD-005,Noise-Cancelling Headphones,Electronics,9,"900,000","8,100,000"
T029844,29.06.2025,PROD-010,Webcam 1080p HD,Electronics,7,"180,000","1,260,000"
T029930,30.06.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,6,"25,500","153,000"
Customer-011,Mandalay,,,,,,
T000020,01.01.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,7,"380,000","2,660,000"
T000323,02.01.2025,PROD-001,Ergonomic Mesh Chair,Furniture,3,"750,000","2,250,000"
T000324,02.01.2025,PROD-007,USB-C Docking Station,Electronics,7,"340,000","2,380,000"
T000627,03.01.2025,PROD-007,USB-C Docking Station,Electronics,7,"340,000","2,380,000"
T000926,04.01.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,10,"380,000","3,800,000"
T000927,04.01.2025,PROD-009,Adjustable Monitor Arm,Furniture,9,"195,000","1,755,000"
T002172,08.01.2025,PROD-004,Standing Desk Converter,Furniture,2,"500,000","1,000,000"
T002449,09.01.2025,PROD-001,Ergonomic Mesh Chair,Furniture,7,"750,000","5,250,000"
T003040,11.01.2025,PROD-010,Webcam 1080p HD,Electronics,5,"180,000","900,000"
T003041,11.01.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,10,"380,000","3,800,000"
T003651,13.01.2025,PROD-005,Noise-Cancelling Headphones,Electronics,9,"900,000","8,100,000"
T003926,14.01.2025,PROD-005,Noise-Cancelling Headphones,Electronics,6,"900,000","5,400,000"
T003927,14.01.2025,PROD-005,Noise-Cancelling Headphones,Electronics,1,"900,000","900,000"
T003928,14.01.2025,PROD-009,Adjustable Monitor Arm,Furniture,5,"195,000","975,000"
